,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1253,0.0016642093658447265,0.00055645693837095,0.0034032344818115236,0.0010484579737814127,11,24,1,distance,"{'leaf_size': 11, 'n_neighbors': 24, 'p': 1, 'weights': 'distance'}",0.6428571428571429,0.7222222222222222,0.6746031746031746,0.6825396825396826,0.6349206349206349,67.14285714285715,0.031185528102203965,1814
1254,0.0006154060363769531,0.0005033680457730963,0.005108404159545899,0.0035726029147046708,11,24,2,uniform,"{'leaf_size': 11, 'n_neighbors': 24, 'p': 2, 'weights': 'uniform'}",0.6587301587301587,0.7222222222222222,0.6428571428571429,0.6507936507936508,0.6428571428571429,66.34920634920634,0.029949146450973324,3529
1255,0.001006174087524414,3.480369055338454e-05,0.002393960952758789,0.00047982396245684945,11,24,2,distance,"{'leaf_size': 11, 'n_neighbors': 24, 'p': 2, 'weights': 'distance'}",0.6507936507936508,0.7063492063492064,0.6428571428571429,0.6666666666666666,0.6428571428571429,66.19047619047619,0.02386237520376652,3970
1256,0.0009806156158447266,2.9540822032420234e-05,0.0034052371978759766,0.0005118384049398059,11,25,1,uniform,"{'leaf_size': 11, 'n_neighbors': 25, 'p': 1, 'weights': 'uniform'}",0.6190476190476191,0.7142857142857143,0.6666666666666666,0.6587301587301587,0.6428571428571429,66.03174603174602,0.03150703689091937,4362
1257,0.001011037826538086,4.230505072174355e-05,0.0019010543823242188,0.00018433587119023125,11,25,1,distance,"{'leaf_size': 11, 'n_neighbors': 25, 'p': 1, 'weights': 'distance'}",0.6349206349206349,0.7222222222222222,0.6666666666666666,0.6825396825396826,0.6349206349206349,66.82539682539684,0.03268454013011747,2451
1258,0.0009842395782470703,2.6791035370412028e-05,0.004016494750976563,5.7643202968868746e-05,11,25,2,uniform,"{'leaf_size': 11, 'n_neighbors': 25, 'p': 2, 'weights': 'uniform'}",0.6507936507936508,0.7142857142857143,0.6428571428571429,0.6349206349206349,0.6349206349206349,65.55555555555556,0.02994914645097336,4901
1259,0.000977325439453125,2.588720781739227e-05,0.002220010757446289,0.00039363467999815475,11,25,2,distance,"{'leaf_size': 11, 'n_neighbors': 25, 'p': 2, 'weights': 'distance'}",0.6587301587301587,0.7063492063492064,0.6349206349206349,0.6666666666666666,0.6507936507936508,66.34920634920634,0.02386237520376654,3529
1260,0.0010227680206298829,2.3868260070018417e-05,0.0033772945404052734,0.00047178938332500197,11,26,1,uniform,"{'leaf_size': 11, 'n_neighbors': 26, 'p': 1, 'weights': 'uniform'}",0.626984126984127,0.7063492063492064,0.6507936507936508,0.6587301587301587,0.6507936507936508,65.87301587301587,0.026082026547865067,4509
1261,0.0009888648986816407,1.2636274661337659e-05,0.0020122528076171875,1.0562777217190276e-05,11,26,1,distance,"{'leaf_size': 11, 'n_neighbors': 26, 'p': 1, 'weights': 'distance'}",0.6349206349206349,0.7142857142857143,0.6746031746031746,0.6825396825396826,0.6507936507936508,67.14285714285715,0.02730896910172264,1814
1262,0.0008153438568115235,0.000408987775445792,0.003986167907714844,2.978244118354078e-05,11,26,2,uniform,"{'leaf_size': 11, 'n_neighbors': 26, 'p': 2, 'weights': 'uniform'}",0.6666666666666666,0.7222222222222222,0.6428571428571429,0.6507936507936508,0.6349206349206349,66.34920634920634,0.03118552810220396,3529
1263,0.0011975288391113282,0.00039452111203623896,0.0023293495178222656,0.00043887189025242887,11,26,2,distance,"{'leaf_size': 11, 'n_neighbors': 26, 'p': 2, 'weights': 'distance'}",0.6666666666666666,0.7301587301587301,0.6428571428571429,0.6666666666666666,0.6428571428571429,66.98412698412697,0.0319832407612855,2402
1264,0.0013887882232666016,0.0008145614492292538,0.005134725570678711,0.0009017497567382919,11,27,1,uniform,"{'leaf_size': 11, 'n_neighbors': 27, 'p': 1, 'weights': 'uniform'}",0.6190476190476191,0.7142857142857143,0.6507936507936508,0.6746031746031746,0.6587301587301587,66.34920634920636,0.03118552810220397,3480
1265,0.0016014575958251953,0.0004855479679393029,0.001998424530029297,3.387994282374261e-05,11,27,1,distance,"{'leaf_size': 11, 'n_neighbors': 27, 'p': 1, 'weights': 'distance'}",0.6190476190476191,0.7222222222222222,0.6666666666666666,0.6825396825396826,0.6507936507936508,66.82539682539684,0.03419152258498097,2451
